name,latitude,longitude,elevation,year,month,day,hour,minute,second,horizon
ISS (ZARYA),50.93669606,55.34455306,415.0248783,2019,5,14,22,51,5.36E-06,0
ISS (ZARYA),50.03988315,61.01908108,414.880821,2019,5,14,22,52,1.79E-06,0
ISS (ZARYA),48.85300133,66.44324143,414.6691892,2019,5,14,22,52,59.99999821,0
ISS (ZARYA),47.40070146,71.57749166,414.3960366,2019,5,14,22,53,59.99999464,0
ISS (ZARYA),45.70961119,76.4014373,414.068876,2019,5,14,22,54,59.99999106,0
ISS (ZARYA),43.80659576,80.91095102,413.6965332,2019,5,14,22,55,59.99998748,0
ISS (ZARYA),41.71748513,85.11431446,413.288976,2019,5,14,22,56,59.99998391,0
ISS (ZARYA),39.46627363,89.02833991,412.8571202,2019,5,14,22,57,59.99998033,0
ISS (ZARYA),37.07471403,92.67503745,412.4126156,2019,5,14,22,59,1.70E-05,0
ISS (ZARYA),34.56220986,96.07903004,411.9676193,2019,5,14,23,0,1.34E-05,0
ISS (ZARYA),31.94588095,99.26574563,411.5345526,2019,5,14,23,1,9.83E-06,0
ISS (ZARYA),29.24075353,102.2602199,411.1258551,2019,5,14,23,2,6.26E-06,0
ISS (ZARYA),26.45999414,105.0863976,410.7537342,2019,5,14,23,3,2.68E-06,0
ISS (ZARYA),23.61515982,107.7667788,410.429917,2019,5,14,23,3,59.99999911,0
ISS (ZARYA),20.71644158,110.3222983,410.1654095,2019,5,14,23,4,59.99999553,0
ISS (ZARYA),17.77289,112.7723556,409.970267,2019,5,14,23,5,59.99999195,0
ISS (ZARYA),14.79261856,115.1349361,409.8533817,2019,5,14,23,6,59.99998838,0
ISS (ZARYA),11.78298445,117.4267825,409.8222901,2019,5,14,23,7,59.9999848,0
ISS (ZARYA),8.750748492,119.6635954,409.8830055,2019,5,14,23,8,59.99998122,0
ISS (ZARYA),5.702215348,121.8602444,410.0398798,2019,5,14,23,10,1.79E-05,0
ISS (ZARYA),2.643369661,124.0309775,410.2954945,2019,5,14,23,11,1.43E-05,0
ISS (ZARYA),-0.420018812,126.1896439,410.6505877,2019,5,14,23,12,1.07E-05,0
ISS (ZARYA),-3.482276527,128.3499005,411.1040145,2019,5,14,23,13,7.15E-06,0
ISS (ZARYA),-6.537720925,130.525425,411.6527453,2019,5,14,23,14,3.58E-06,0
ISS (ZARYA),-9.580552804,132.7301271,412.2918989,2019,5,14,23,15,0,0
ISS (ZARYA),-12.60474472,134.9783612,413.0148124,2019,5,14,23,15,59.99999642,0
ISS (ZARYA),-15.60392181,137.2851387,413.8131449,2019,5,14,23,16,59.99999285,0
ISS (ZARYA),-18.5712313,139.6663409,414.6770131,2019,5,14,23,17,59.99998927,0
ISS (ZARYA),-21.49919729,142.1389252,415.5951569,2019,5,14,23,18,59.99998569,0
ISS (ZARYA),-24.37955718,144.7211167,416.5551308,2019,5,14,23,19,59.99998212,0
ISS (ZARYA),-27.2030792,147.4325692,417.5435173,2019,5,14,23,21,1.88E-05,0
ISS (ZARYA),-29.95934816,150.2944569,418.5461561,2019,5,14,23,22,1.52E-05,0
ISS (ZARYA),-32.63654918,153.3294818,419.5483927,2019,5,14,23,23,1.16E-05,0
ISS (ZARYA),-35.22121713,156.5616955,420.5353289,2019,5,14,23,24,8.05E-06,0
ISS (ZARYA),-37.6979935,160.0160741,421.4920816,2019,5,14,23,25,4.47E-06,0
ISS (ZARYA),-40.0494038,163.7177187,422.404039,2019,5,14,23,26,8.94E-07,0
ISS (ZARYA),-42.25569794,167.6905391,423.2571129,2019,5,14,23,26,59.99999732,0
ISS (ZARYA),-44.29481519,171.9552829,424.0379803,2019,5,14,23,27,59.99999374,0
ISS (ZARYA),-46.14255792,176.5268108,424.7343116,2019,5,14,23,28,59.99999017,0
ISS (ZARYA),-47.77307569,-178.5893432,425.3349822,2019,5,14,23,29,59.99998659,0
ISS (ZARYA),-49.15975979,-173.4008418,425.8302618,2019,5,14,23,30,59.99998301,0
ISS (ZARYA),-50.27660816,-167.9321987,426.2119811,2019,5,14,23,31,59.99997944,0
ISS (ZARYA),-51.10002669,-162.2271986,426.4736715,2019,5,14,23,33,1.61E-05,0
ISS (ZARYA),-51.6108835,-156.348924,426.6106755,2019,5,14,23,34,1.25E-05,0
ISS (ZARYA),-51.79648683,-150.3764412,426.6202291,2019,5,14,23,35,8.94E-06,0
ISS (ZARYA),-51.65204864,-144.3981996,426.5015104,2019,5,14,23,36,5.36E-06,0
ISS (ZARYA),-51.18127095,-138.5032369,426.2556569,2019,5,14,23,37,1.79E-06,0
ISS (ZARYA),-50.39589041,-132.7722447,425.8857509,2019,5,14,23,37,59.99999821,0
ISS (ZARYA),-49.31430741,-127.2705887,425.3967715,2019,5,14,23,38,59.99999464,0
ISS (ZARYA),-47.95965265,-122.0445725,424.7955163,2019,5,14,23,39,59.99999106,0
ISS (ZARYA),-46.35771989,-117.1210656,424.0904912,2019,5,14,23,40,59.99998748,0
ISS (ZARYA),-44.53511926,-112.5096846,423.2917729,2019,5,14,23,41,59.99998391,0
ISS (ZARYA),-42.51785221,-108.2063546,422.410843,2019,5,14,23,42,59.99998033,0
ISS (ZARYA),-40.33035745,-104.1971931,421.4603983,2019,5,14,23,44,1.70E-05,0
ISS (ZARYA),-37.99498545,-100.4620375,420.4541424,2019,5,14,23,45,1.34E-05,0
ISS (ZARYA),-35.53178211,-96.97725013,419.4065533,2019,5,14,23,46,9.83E-06,0
ISS (ZARYA),-32.9585079,-93.71779364,418.3326425,2019,5,14,23,47,6.26E-06,0
ISS (ZARYA),-30.29078395,-90.65861872,417.2477016,2019,5,14,23,48,2.68E-06,0
ISS (ZARYA),-27.5423091,-87.77552207,416.1670426,2019,5,14,23,48,59.99999911,0
ISS (ZARYA),-24.72510365,-85.0456135,415.1057385,2019,5,14,23,49,59.99999553,0
ISS (ZARYA),-21.84975335,-82.44751349,414.0783655,2019,5,14,23,50,59.99999195,0
ISS (ZARYA),-18.92563942,-79.96137412,413.0987553,2019,5,14,23,51,59.99998838,0
ISS (ZARYA),-15.96114794,-77.56879015,412.1797593,2019,5,14,23,52,59.9999848,0
ISS (ZARYA),-12.96385701,-75.2526455,411.3330306,2019,5,14,23,53,59.99998122,0
ISS (ZARYA),-9.940700735,-72.99692324,410.5688274,2019,5,14,23,55,1.79E-05,0
ISS (ZARYA),-6.898124763,-70.78650608,409.8958448,2019,5,14,23,56,1.43E-05,0
ISS (ZARYA),-3.842206249,-68.6069551,409.3210709,2019,5,14,23,57,1.07E-05,0
ISS (ZARYA),-0.778782414,-66.44430316,408.8496801,2019,5,14,23,58,7.15E-06,0
ISS (ZARYA),2.286439063,-64.28483986,408.4849577,2019,5,14,23,59,3.58E-06,0
ISS (ZARYA),5.347772027,-62.11490047,408.2282624,2019,5,15,0,0,0,0
ISS (ZARYA),8.399444618,-59.92065415,408.0790236,2019,5,15,0,0,59.99999642,0
ISS (ZARYA),11.43548922,-57.68789126,408.0347771,2019,5,15,0,1,59.99999285,0
ISS (ZARYA),14.44962592,-55.40180912,408.0912358,2019,5,15,0,2,59.99998927,0
ISS (ZARYA),17.43513585,-53.04679729,408.2423943,2019,5,15,0,3,59.99998569,0
ISS (ZARYA),20.38472067,-50.6062258,408.4806668,2019,5,15,0,4,59.99998212,0
ISS (ZARYA),23.29034654,-48.06224219,408.7970526,2019,5,15,0,6,1.88E-05,0
ISS (ZARYA),26.14305805,-45.39560202,409.1813271,2019,5,15,0,7,1.52E-05,0
ISS (ZARYA),28.93278898,-42.58553069,409.622256,2019,5,15,0,8,1.16E-05,0
ISS (ZARYA),31.64813126,-39.60968814,410.1078247,2019,5,15,0,9,8.05E-06,0
ISS (ZARYA),34.27609503,-36.44426768,410.6254805,2019,5,15,0,10,4.47E-06,0
ISS (ZARYA),36.8018585,-33.06432025,411.1623828,2019,5,15,0,11,8.94E-07,0
ISS (ZARYA),39.20852962,-29.44441208,411.7056559,2019,5,15,0,11,59.99999732,0
ISS (ZARYA),41.4769546,-25.55975293,412.2426396,2019,5,15,0,12,59.99999374,0
ISS (ZARYA),43.58562798,-21.38794401,412.7611332,2019,5,15,0,13,59.99999017,0
ISS (ZARYA),45.51078224,-16.91147042,413.2496282,2019,5,15,0,14,59.99998659,0
ISS (ZARYA),47.22675625,-12.1209596,413.697526,2019,5,15,0,15,59.99998301,0
ISS (ZARYA),48.70674901,-7.019022251,414.0953366,2019,5,15,0,16,59.99997944,0
ISS (ZARYA),49.9240413,-1.624147819,414.4348547,2019,5,15,0,18,1.61E-05,0
ISS (ZARYA),50.85368612,4.026240082,414.7093097,2019,5,15,0,19,1.25E-05,0
ISS (ZARYA),51.47455094,9.874817476,414.9134907,2019,5,15,0,20,8.94E-06,0
ISS (ZARYA),51.77140131,15.84649191,415.0438385,2019,5,15,0,21,5.36E-06,0
ISS (ZARYA),51.73661891,21.85407061,415.0985081,2019,5,15,0,22,1.79E-06,0
ISS (ZARYA),51.37112859,27.80667253,415.0773994,2019,5,15,0,22,59.99999821,0
ISS (ZARYA),50.68428412,33.61903104,414.982154,2019,5,15,0,23,59.99999464,0
ISS (ZARYA),49.69274415,39.21945059,414.8161208,2019,5,15,0,24,59.99999106,0
ISS (ZARYA),48.41863882,44.55474957,414.584289,2019,5,15,0,25,59.99998748,0
ISS (ZARYA),46.88746065,49.59167972,414.2931899,2019,5,15,0,26,59.99998391,0
ISS (ZARYA),45.12608078,54.31540223,413.9507707,2019,5,15,0,27,59.99998033,0
ISS (ZARYA),43.16114856,58.72617429,413.5662393,2019,5,15,0,29,1.70E-05,0
ISS (ZARYA),41.01797882,62.83538738,413.1498868,2019,5,15,0,30,1.34E-05,0
ISS (ZARYA),38.71988019,66.66183622,412.7128856,2019,5,15,0,31,9.83E-06,0
ISS (ZARYA),36.28785993,70.22860395,412.2670717,2019,5,15,0,32,6.26E-06,0
ISS (ZARYA),33.74057893,73.56073669,411.8247114,2019,5,15,0,33,2.68E-06,0
ISS (ZARYA),31.09446893,76.68363858,411.3982585,2019,5,15,0,33,59.99999911,0
ISS (ZARYA),28.36393793,79.62205534,411.0001047,2019,5,15,0,34,59.99999553,0
ISS (ZARYA),25.56161349,82.3994976,410.6423304,2019,5,15,0,35,59.99999195,0
ISS (ZARYA),22.69859252,85.03797201,410.3364582,2019,5,15,0,36,59.99998838,0
ISS (ZARYA),19.7846799,87.55791666,410.0932145,2019,5,15,0,37,59.9999848,0
ISS (ZARYA),16.82860722,89.97826514,409.9223061,2019,5,15,0,38,59.99998122,0
ISS (ZARYA),13.83822689,92.31658876,409.8322122,2019,5,15,0,40,1.79E-05,0
ISS (ZARYA),10.82069399,94.58927345,409.830001,2019,5,15,0,41,1.43E-05,0
ISS (ZARYA),7.782608281,96.81173333,409.9211695,2019,5,15,0,42,1.07E-05,0
ISS (ZARYA),4.730159433,98.99861709,410.1095155,2019,5,15,0,43,7.15E-06,0
ISS (ZARYA),1.669249283,101.1640242,410.3970393,2019,5,15,0,44,3.58E-06,0
ISS (ZARYA),-1.394393378,103.3217188,410.7838815,2019,5,15,0,45,0,0
ISS (ZARYA),-4.455103716,105.4853413,411.2682951,2019,5,15,0,45,59.99999642,0
ISS (ZARYA),-7.507173865,107.6686206,411.8466549,2019,5,15,0,46,59.99999285,0
ISS (ZARYA),-10.54474443,109.8855845,412.5135026,2019,5,15,0,47,59.99998927,0
ISS (ZARYA),-13.56169086,112.1507731,413.2616276,2019,5,15,0,48,59.99998569,0
ISS (ZARYA),-16.5515011,114.4794519,414.0821812,2019,5,15,0,49,59.99998212,0
ISS (ZARYA),-19.50714272,116.8878239,414.9648225,2019,5,15,0,51,1.88E-05,0
ISS (ZARYA),-22.42090434,119.393227,415.8978902,2019,5,15,0,52,1.52E-05,0
ISS (ZARYA),-25.28423759,122.0143265,416.8686048,2019,5,15,0,53,1.16E-05,0
ISS (ZARYA),-28.08755772,124.7712527,417.863286,2019,5,15,0,54,8.05E-06,0
ISS (ZARYA),-30.82003199,127.6856745,418.8675889,2019,5,15,0,55,4.47E-06,0
ISS (ZARYA),-33.46934616,130.7807504,419.8667525,2019,5,15,0,56,8.94E-07,0
ISS (ZARYA),-36.02145908,134.0808877,420.8458547,2019,5,15,0,56,59.99999732,0
ISS (ZARYA),-38.46036143,137.6112105,421.7900702,2019,5,15,0,57,59.99999374,0
ISS (ZARYA),-40.76786784,141.396612,422.6849263,2019,5,15,0,58,59.99999017,0
ISS (ZARYA),-42.92348913,145.4602449,423.5165519,2019,5,15,0,59,59.99998659,0
ISS (ZARYA),-44.90445351,149.8213164,424.2719153,2019,5,15,1,0,59.99998301,0
ISS (ZARYA),-46.68596752,154.4921231,424.939048,2019,5,15,1,1,59.99997944,0
ISS (ZARYA),-48.24182177,159.474431,425.5072492,2019,5,15,1,3,1.61E-05,0
ISS (ZARYA),-49.54542783,164.7555726,425.9672673,2019,5,15,1,4,1.25E-05,0
ISS (ZARYA),-50.57133792,170.3050781,426.3114603,2019,5,15,1,5,8.94E-06,0
ISS (ZARYA),-51.29715012,176.0728809,426.5339247,2019,5,15,1,6,5.36E-06,0
ISS (ZARYA),-51.70558278,-178.009706,426.6305983,2019,5,15,1,7,1.79E-06,0
ISS (ZARYA),-51.78633437,-172.0255904,426.5993305,2019,5,15,1,7,59.99999821,0
ISS (ZARYA),-51.53730257,-166.0644144,426.4399226,2019,5,15,1,8,59.99999464,0
ISS (ZARYA),-50.96484288,-160.2134739,426.1541338,2019,5,15,1,9,59.99999106,0
ISS (ZARYA),-50.08299523,-154.5492037,425.7456566,2019,5,15,1,10,59.99998748,0
ISS (ZARYA),-48.91188884,-149.1311435,425.2200589,2019,5,15,1,11,59.99998391,0
ISS (ZARYA),-47.47572078,-143.9993122,424.5846952,2019,5,15,1,12,59.99998033,0
ISS (ZARYA),-45.80072584,-139.1747628,423.8485873,2019,5,15,1,14,1.70E-05,0
ISS (ZARYA),-43.91345457,-134.6623439,423.0222793,2019,5,15,1,15,1.34E-05,0
ISS (ZARYA),-41.83949233,-130.454445,422.1176612,2019,5,15,1,16,9.83E-06,0
ISS (ZARYA),-39.60265376,-126.5348345,421.1477745,2019,5,15,1,17,6.26E-06,0
ISS (ZARYA),-37.22456476,-122.8819725,420.1265948,2019,5,15,1,18,2.68E-06,0
ISS (ZARYA),-34.72453591,-119.471589,419.0687978,2019,5,15,1,18,59.99999911,0
ISS (ZARYA),-32.11962684,-116.2785203,417.9895128,2019,5,15,1,19,59.99999553,0
ISS (ZARYA),-29.42482176,-113.2779148,416.904067,2019,5,15,1,20,59.99999195,0
ISS (ZARYA),-26.65325881,-110.4459511,415.8277256,2019,5,15,1,21,59.99998838,0
ISS (ZARYA),-23.81647601,-107.760208,414.7754319,2019,5,15,1,22,59.9999848,0
ISS (ZARYA),-20.92465196,-105.1997973,413.761553,2019,5,15,1,23,59.99998122,0
ISS (ZARYA),-17.98682774,-102.7453418,412.7996342,2019,5,15,1,25,1.79E-05,0
ISS (ZARYA),-15.01111713,-100.3788683,411.9021706,2019,5,15,1,26,1.43E-05,0
ISS (ZARYA),-12.00487504,-98.08363066,411.0803926,2019,5,15,1,27,1.07E-05,0
ISS (ZARYA),-8.974865137,-95.84392087,410.3440795,2019,5,15,1,28,7.15E-06,0
ISS (ZARYA),-5.927400033,-93.64485901,409.7013982,2019,5,15,1,29,3.58E-06,0
ISS (ZARYA),-2.868469347,-91.47218038,409.1587716,2019,5,15,1,30,0,0
ISS (ZARYA),0.196142808,-89.31202231,408.7207808,2019,5,15,1,30,59.99999642,0
ISS (ZARYA),3.260747195,-87.15071195,408.3901022,2019,5,15,1,31,59.99999285,0
ISS (ZARYA),6.319642086,-84.97455472,408.1674804,2019,5,15,1,32,59.99998927,0
ISS (ZARYA),9.367005518,-82.76962243,408.0517384,2019,5,15,1,33,59.99998569,0
ISS (ZARYA),12.39678358,-80.52154009,408.0398239,2019,5,15,1,34,59.99998212,0
ISS (ZARYA),15.40257308,-78.21526978,408.1268917,2019,5,15,1,36,1.88E-05,0
ISS (ZARYA),18.37748278,-75.83490234,408.3064184,2019,5,15,1,37,1.52E-05,0
ISS (ZARYA),21.31399985,-73.36343932,408.5703499,2019,5,15,1,38,1.16E-05,0
ISS (ZARYA),24.20381763,-70.78260283,408.9092753,2019,5,15,1,39,8.05E-06,0
ISS (ZARYA),27.0376523,-68.07267064,409.3126262,2019,5,15,1,40,4.47E-06,0
ISS (ZARYA),29.80503471,-65.21237043,409.7688953,2019,5,15,1,41,8.94E-07,0
ISS (ZARYA),32.49408057,-62.17887592,410.2658709,2019,5,15,1,41,59.99999732,0
ISS (ZARYA),35.0912444,-58.94796846,410.7908821,2019,5,15,1,42,59.99999374,0
ISS (ZARYA),37.58107039,-55.49445392,411.3310506,2019,5,15,1,43,59.99999017,0
ISS (ZARYA),39.9459643,-51.7929542,411.8735428,2019,5,15,1,44,59.99998659,0
ISS (ZARYA),42.16602728,-47.81921655,412.4058193,2019,5,15,1,45,59.99998301,0
ISS (ZARYA),44.21901346,-43.55208765,412.9158755,2019,5,15,1,46,59.99997944,0
ISS (ZARYA),46.08049791,-38.97625133,413.3924702,2019,5,15,1,48,1.61E-05,0
ISS (ZARYA),47.72435148,-34.08571913,413.8253366,2019,5,15,1,49,1.25E-05,0
ISS (ZARYA),49.12364432,-28.88774636,414.2053759,2019,5,15,1,50,8.94E-06,0
ISS (ZARYA),50.25201666,-23.40658786,414.5248242,2019,5,15,1,51,5.36E-06,0
ISS (ZARYA),51.0855047,-17.68601741,414.7773956,2019,5,15,1,52,1.79E-06,0
ISS (ZARYA),51.60463333,-11.78941526,414.9583955,2019,5,15,1,52,59.99999821,0
ISS (ZARYA),51.79643428,-5.796495043,415.0648047,2019,5,15,1,53,59.99999464,0
ISS (ZARYA),51.65595283,0.203377261,415.0953316,2019,5,15,1,54,59.99999106,0
ISS (ZARYA),51.18685876,6.120118115,415.0504315,2019,5,15,1,55,59.99998748,0
ISS (ZARYA),50.40099295,11.87203384,414.9322943,2019,5,15,1,56,59.99998391,0
ISS (ZARYA),49.31697541,17.39295044,414.7447991,2019,5,15,1,57,59.99998033,0
ISS (ZARYA),47.95823459,22.63603546,414.4934369,2019,5,15,1,59,1.70E-05,0
ISS (ZARYA),46.35090388,27.57416465,414.1852046,2019,5,15,2,0,1.34E-05,0
ISS (ZARYA),44.52193468,32.1977143,413.8284676,2019,5,15,2,1,9.83E-06,0
ISS (ZARYA),42.49765031,36.51091468,413.4327983,2019,5,15,2,2,6.26E-06,0
ISS (ZARYA),40.30277876,40.52789635,413.00879,2019,5,15,2,3,2.68E-06,0
ISS (ZARYA),37.95991586,44.26911628,412.56785,2019,5,15,2,3,59.99999911,0
ISS (ZARYA),35.489318,47.7584978,412.1219764,2019,5,15,2,4,59.99999553,0
ISS (ZARYA),32.90891897,51.021344,411.6835209,2019,5,15,2,5,59.99999195,0
ISS (ZARYA),30.23448198,54.08293607,411.2649437,2019,5,15,2,6,59.99998838,0
ISS (ZARYA),27.47982163,56.96767244,410.8785639,2019,5,15,2,7,59.9999848,0
ISS (ZARYA),24.65705185,59.69860308,410.5363097,2019,5,15,2,8,59.99998122,0
ISS (ZARYA),21.77683164,62.29723725,410.2494745,2019,5,15,2,10,1.79E-05,0
ISS (ZARYA),18.84860574,64.78351931,410.0284834,2019,5,15,2,11,1.43E-05,0
ISS (ZARYA),15.88080468,67.1759332,409.8826728,2019,5,15,2,12,1.07E-05,0
ISS (ZARYA),12.88104132,69.491652,409.8200908,2019,5,15,2,13,7.15E-06,0
ISS (ZARYA),9.856276214,71.74673145,409.8473204,2019,5,15,2,14,3.58E-06,0
ISS (ZARYA),6.812965842,73.95631789,409.9693297,2019,5,15,2,15,0,0
ISS (ZARYA),3.757195393,76.13486209,410.1893525,2019,5,15,2,15,59.99999642,0
ISS (ZARYA),0.694799563,78.29633375,410.5088014,2019,5,15,2,16,59.99999285,0
ISS (ZARYA),-2.368524858,80.45443469,410.9272166,2019,5,15,2,17,59.99998927,0
ISS (ZARYA),-5.427110951,82.62281061,411.4422499,2019,5,15,2,18,59.99998569,0
ISS (ZARYA),-8.475214596,84.81526238,412.0496851,2019,5,15,2,19,59.99998212,0
ISS (ZARYA),-11.50690676,87.04595937,412.7434956,2019,5,15,2,21,1.88E-05,0
ISS (ZARYA),-14.51594937,89.32964625,413.5159336,2019,5,15,2,22,1.52E-05,0
ISS (ZARYA),-17.49568157,91.68186489,414.3576577,2019,5,15,2,23,1.16E-05,0
ISS (ZARYA),-20.43887214,94.11915786,415.2578858,2019,5,15,2,24,8.05E-06,0
ISS (ZARYA),-23.33756498,96.65926835,416.204578,2019,5,15,2,25,4.47E-06,0
ISS (ZARYA),-26.18290255,99.32131364,417.1846421,2019,5,15,2,26,8.94E-07,0
ISS (ZARYA),-28.96492741,102.1259103,418.1841593,2019,5,15,2,26,59.99999732,0
ISS (ZARYA),-31.67236171,105.0952135,419.188624,2019,5,15,2,27,59.99999374,0
ISS (ZARYA),-34.29236883,108.2528168,420.1831953,2019,5,15,2,28,59.99999017,0
ISS (ZARYA),-36.81030696,111.62343,421.1529533,2019,5,15,2,29,59.99998659,0
ISS (ZARYA),-39.20949454,115.2322304,422.0831566,2019,5,15,2,30,59.99998301,0
ISS (ZARYA),-41.47102184,119.1037521,422.9594966,2019,5,15,2,31,59.99997944,0
ISS (ZARYA),-43.57366337,123.2601706,423.768344,2019,5,15,2,33,1.61E-05,0
ISS (ZARYA),-45.49395899,127.7188467,424.4969804,2019,5,15,2,34,1.25E-05,0
ISS (ZARYA),-47.2065813,132.4891458,425.1338194,2019,5,15,2,35,8.94E-06,0
ISS (ZARYA),-48.68506498,137.56866,425.668602,2019,5,15,2,36,5.36E-06,0
ISS (ZARYA),-49.9029997,142.939378,426.0925728,2019,5,15,2,37,1.79E-06,0
ISS (ZARYA),-50.8356847,148.5646781,426.3986296,2019,5,15,2,37,59.99999821,0
ISS (ZARYA),-51.46212345,154.3883085,426.5814447,2019,5,15,2,38,59.99999464,0
